"Time","BidPrice","BidSize","AskPrice","AskSize"
"2014-03-20 09:20:00.163",76.2,15200,76.25,24000
"2014-03-20 09:30:00.065",NA,NA,76.25,27200
"2014-03-20 09:30:00.112",76.2,9600,NA,NA
"2014-03-20 09:30:00.138",76.15,400,NA,NA
"2014-03-20 09:30:00.299",76.2,400,NA,NA
"2014-03-20 09:30:00.362",NA,NA,76.25,26400
"2014-03-20 09:30:00.771",76.15,5600,76.2,400
"2014-03-20 09:30:00.779",NA,NA,76.25,26400
"2014-03-20 09:30:00.791",NA,NA,76.25,26000
"2014-03-20 09:30:00.850",NA,NA,76.25,25600
"2014-03-20 09:30:01.035",NA,NA,76.25,47600
"2014-03-20 09:30:01.275",76.15,6400,NA,NA
"2014-03-20 09:30:01.439",76.2,32400,NA,NA
"2014-03-20 09:30:01.614",NA,NA,76.25,51200
"2014-03-20 09:30:02.104",NA,NA,76.25,151200
"2014-03-20 09:30:02.197",76.2,26800,NA,NA
"2014-03-20 09:30:02.252",NA,NA,76.25,153200
"2014-03-20 09:30:02.255",76.2,24000,NA,NA
"2014-03-20 09:30:02.338",NA,NA,76.25,156000
"2014-03-20 09:30:02.383",NA,NA,76.25,155600
"2014-03-20 09:30:02.386",NA,NA,76.25,155200
"2014-03-20 09:30:02.459",76.15,6400,76.2,8400
"2014-03-20 09:30:02.617",NA,NA,76.2,30400
"2014-03-20 09:30:02.671",NA,NA,76.2,29200
"2014-03-20 09:30:02.690",NA,NA,76.2,28800
"2014-03-20 09:30:03.082",NA,NA,76.2,50800
"2014-03-20 09:30:03.137",76.15,5600,NA,NA
"2014-03-20 09:30:03.192",NA,NA,76.2,44000
"2014-03-20 09:30:03.308",NA,NA,76.2,47200
"2014-03-20 09:30:03.339",NA,NA,76.2,50000
"2014-03-20 09:30:03.352",NA,NA,76.2,49200
"2014-03-20 09:30:03.371",NA,NA,76.2,48800
"2014-03-20 09:30:03.833",NA,NA,76.2,50000
"2014-03-20 09:30:03.835",76.15,4000,NA,NA
"2014-03-20 09:30:04.041",NA,NA,76.2,42400
"2014-03-20 09:30:04.265",NA,NA,76.2,42000
"2014-03-20 09:30:04.320",NA,NA,76.2,42800
"2014-03-20 09:30:04.322",NA,NA,76.2,45200
"2014-03-20 09:30:04.342",NA,NA,76.2,44800
"2014-03-20 09:30:04.355",NA,NA,76.2,44400
"2014-03-20 09:30:04.378",NA,NA,76.2,42400
"2014-03-20 09:30:04.400",NA,NA,76.2,40400
"2014-03-20 09:30:04.402",NA,NA,76.2,32400
"2014-03-20 09:30:04.402",NA,NA,76.2,31200
"2014-03-20 09:30:04.492",NA,NA,76.2,33600
"2014-03-20 09:30:04.725",NA,NA,76.2,33200
"2014-03-20 09:30:05.066",NA,NA,76.2,31200
"2014-03-20 09:30:05.103",76.15,2400,NA,NA
"2014-03-20 09:30:05.169",76.15,3600,NA,NA
"2014-03-20 09:30:05.174",NA,NA,76.2,30800
"2014-03-20 09:30:05.266",NA,NA,76.2,34400
"2014-03-20 09:30:05.276",NA,NA,76.2,32400
"2014-03-20 09:30:05.325",76.1,19200,NA,NA
"2014-03-20 09:30:05.573",NA,NA,76.2,16800
"2014-03-20 09:30:05.749",76.1,17600,NA,NA
"2014-03-20 09:30:05.754",NA,NA,76.2,15600
"2014-03-20 09:30:05.814",NA,NA,76.2,11600
"2014-03-20 09:30:05.832",NA,NA,76.2,11200
"2014-03-20 09:30:05.841",NA,NA,76.2,14000
"2014-03-20 09:30:05.849",NA,NA,76.2,13600
"2014-03-20 09:30:05.909",76.15,400,NA,NA
"2014-03-20 09:30:06.114",NA,NA,76.2,12800
"2014-03-20 09:30:06.287",NA,NA,76.2,11600
"2014-03-20 09:30:06.630",NA,NA,76.2,9200
"2014-03-20 09:30:06.847",NA,NA,76.2,8400
"2014-03-20 09:30:07.020",NA,NA,76.2,11600
"2014-03-20 09:30:07.182",76.15,800,NA,NA
"2014-03-20 09:30:07.800",NA,NA,76.2,11200
"2014-03-20 09:30:08.280",NA,NA,76.2,10800
"2014-03-20 09:30:08.339",NA,NA,76.2,9200
"2014-03-20 09:30:08.630",NA,NA,76.2,10000
"2014-03-20 09:30:08.784",NA,NA,76.2,9600
"2014-03-20 09:30:08.893",NA,NA,76.2,9200
"2014-03-20 09:30:09.118",76.15,1200,NA,NA
"2014-03-20 09:30:09.202",NA,NA,76.2,8400
"2014-03-20 09:30:10.151",76.1,19600,NA,NA
"2014-03-20 09:30:10.379",NA,NA,76.2,6400
"2014-03-20 09:30:10.661",NA,NA,76.2,6000
"2014-03-20 09:30:11.207",NA,NA,76.2,5200
"2014-03-20 09:30:11.242",76.1,20000,NA,NA
"2014-03-20 09:30:11.558",76.1,20400,NA,NA
"2014-03-20 09:30:12.163",NA,NA,76.2,4800
"2014-03-20 09:30:13.068",NA,NA,76.2,4400
"2014-03-20 09:30:13.252",NA,NA,76.2,3200
"2014-03-20 09:30:13.298",NA,NA,76.2,2800
"2014-03-20 09:30:13.357",NA,NA,76.2,800
"2014-03-20 09:30:14.268",NA,NA,76.2,400
"2014-03-20 09:30:14.412",NA,NA,76.25,117200
"2014-03-20 09:30:14.438",NA,NA,76.25,116800
"2014-03-20 09:30:14.441",NA,NA,76.25,114400
"2014-03-20 09:30:14.456",NA,NA,76.25,124800
"2014-03-20 09:30:14.493",NA,NA,76.25,121600
"2014-03-20 09:30:14.517",NA,NA,76.25,120400
"2014-03-20 09:30:15.031",76.1,20000,NA,NA
"2014-03-20 09:30:15.173",76.1,12000,NA,NA
"2014-03-20 09:30:15.190",76.1,11600,NA,NA
"2014-03-20 09:30:15.280",NA,NA,76.25,121600
"2014-03-20 09:30:15.354",76.1,11200,NA,NA
"2014-03-20 09:30:15.452",NA,NA,76.25,121200
"2014-03-20 09:30:16.439",NA,NA,76.25,110800
"2014-03-20 09:30:16.452",NA,NA,76.25,108400
"2014-03-20 09:30:16.455",NA,NA,76.25,107600
"2014-03-20 09:30:16.784",NA,NA,76.25,107200
"2014-03-20 09:30:17.306",NA,NA,76.25,106000
"2014-03-20 09:30:17.319",NA,NA,76.25,105600
"2014-03-20 09:30:17.334",NA,NA,76.25,105200
"2014-03-20 09:30:17.443",NA,NA,76.25,104000
"2014-03-20 09:30:17.443",NA,NA,76.25,103600
"2014-03-20 09:30:17.456",76.1,10800,NA,NA
"2014-03-20 09:30:17.498",NA,NA,76.25,102800
"2014-03-20 09:30:17.950",NA,NA,76.25,102400
"2014-03-20 09:30:17.981",NA,NA,76.25,124800
"2014-03-20 09:30:18.341",NA,NA,76.25,124400
"2014-03-20 09:30:18.380",NA,NA,76.25,122800
"2014-03-20 09:30:18.400",NA,NA,76.25,122400
"2014-03-20 09:30:18.411",NA,NA,76.25,121600
"2014-03-20 09:30:18.424",76.1,10400,NA,NA
"2014-03-20 09:30:18.440",NA,NA,76.25,134800
"2014-03-20 09:30:18.482",NA,NA,76.25,133600
"2014-03-20 09:30:18.887",NA,NA,76.25,123600
"2014-03-20 09:30:18.899",76.1,9200,NA,NA
"2014-03-20 09:30:19.032",NA,NA,76.2,800
"2014-03-20 09:30:19.408",NA,NA,76.25,113200
"2014-03-20 09:30:19.412",NA,NA,76.25,112400
"2014-03-20 09:30:19.437",NA,NA,76.25,121600
"2014-03-20 09:30:19.790",NA,NA,76.25,121200
"2014-03-20 09:30:19.958",NA,NA,76.25,120800
"2014-03-20 09:30:20.312",NA,NA,76.25,110800
"2014-03-20 09:30:20.331",76.1,8000,NA,NA
"2014-03-20 09:30:20.335",NA,NA,76.25,110400
"2014-03-20 09:30:20.391",NA,NA,76.25,110000
"2014-03-20 09:30:21.386",76.2,400,NA,NA
"2014-03-20 09:30:21.387",76.1,8000,NA,NA
"2014-03-20 09:30:21.388",NA,NA,76.2,400
"2014-03-20 09:30:21.391",76.1,7600,NA,NA
"2014-03-20 09:30:21.393",NA,NA,76.25,109600
"2014-03-20 09:30:21.400",76.1,7200,NA,NA
"2014-03-20 09:30:21.407",NA,NA,76.25,100400
"2014-03-20 09:30:21.453",NA,NA,76.25,108400
"2014-03-20 09:30:21.477",NA,NA,76.25,107600
"2014-03-20 09:30:21.920",NA,NA,76.25,107200
"2014-03-20 09:30:22.255",76.1,6800,NA,NA
"2014-03-20 09:30:22.255",76.1,6400,NA,NA
"2014-03-20 09:30:22.259",NA,NA,76.25,106400
"2014-03-20 09:30:22.352",NA,NA,76.25,106000
"2014-03-20 09:30:22.399",NA,NA,76.25,105200
"2014-03-20 09:30:22.409",76.1,6000,NA,NA
"2014-03-20 09:30:23.271",76.1,6800,NA,NA
"2014-03-20 09:30:23.402",NA,NA,76.25,104800
"2014-03-20 09:30:23.602",NA,NA,76.25,104400
"2014-03-20 09:30:24.206",NA,NA,76.25,104000
"2014-03-20 09:30:24.284",76.1,6000,NA,NA
